Customer ID,InvoiceDate,Recency,Purchase_Frequency,Monetary_Value,R_Score,F_Score,M_Score,RFM_Score,Customer_Tenure,Average_Order_Value,Purchase_Velocity,Daily_Value,Engagement_Score,CLV_Segment
12398,2011-10-25 10:27:00,45,1,1635.6599999999999,4,1,4,414,45,1635.6599999999999,0.021739130434782608,35.55782608695652,45,Low Value
12399,2011-08-12 13:15:00,118,7,1962.3,3,4,4,344,118,280.3285714285714,0.058823529411764705,16.489915966386555,826,Low Value
12400,2010-10-21 13:45:00,413,1,205.25,1,1,1,111,413,205.25,0.0024154589371980675,0.49577294685990336,413,Low Value
12401,2011-02-09 13:50:00,302,1,84.3,2,1,1,211,302,84.3,0.0033003300330033004,0.2782178217821782,302,Low Value
12402,2011-01-20 13:49:00,322,6,1256.9,2,4,4,244,322,209.48333333333335,0.018575851393188854,3.8913312693498456,1932,Low Value
12403,2011-10-21 10:51:00,49,2,1019.36,4,2,3,423,49,509.68,0.04,20.3872,98,Low Value
12404,2010-01-26 16:25:00,681,1,63.24,1,1,1,111,681,63.24,0.001466275659824047,0.09272727272727273,681,Low Value
12405,2011-07-14 08:52:00,148,1,1710.39,3,1,4,314,148,1710.39,0.006711409395973154,11.479127516778524,148,Low Value
12406,2011-11-17 19:22:00,21,5,6390.36,4,4,5,445,21,1278.072,0.22727272727272727,290.47090909090906,105,High Value
12407,2011-10-21 10:11:00,49,5,1708.1200000000001,4,4,4,444,49,341.624,0.1,34.162400000000005,245,Low Value
12408,2011-11-07 12:27:00,32,8,4340.7699999999995,4,4,5,445,32,542.5962499999999,0.24242424242424243,131.53848484848484,256,Medium Value
12409,2011-09-22 10:38:00,78,7,23419.29,3,4,5,345,78,3345.612857142857,0.08860759493670886,296.4467088607595,546,High Value
12410,2011-02-04 10:39:00,308,3,1013.71,2,3,3,233,308,337.90333333333336,0.009708737864077669,3.280614886731392,924,Low Value
12411,2010-10-26 09:25:00,409,1,346.9,2,1,2,212,409,346.9,0.0024390243902439024,0.8460975609756097,409,Low Value
12412,2011-09-26 10:16:00,74,6,2596.93,3,4,4,344,74,432.82166666666666,0.08,34.62573333333333,444,Medium Value
12413,2011-10-04 09:00:00,66,4,999.45,3,3,3,333,66,249.8625,0.05970149253731343,14.917164179104478,264,Low Value
12414,2011-05-06 14:51:00,216,6,952.41,2,4,3,243,216,158.73499999999999,0.027649769585253458,4.388986175115207,1296,Low Value
12415,2011-11-15 14:22:00,23,28,144458.37,4,5,5,455,23,5159.2275,1.1666666666666667,6019.09875,644,High Value
12416,2010-02-21 10:19:00,656,1,202.56,1,1,1,111,656,202.56,0.0015220700152207,0.308310502283105,656,Low Value
12417,2011-12-06 14:52:00,2,20,6797.41,5,5,5,555,2,339.8705,6.666666666666667,2265.8033333333333,40,High Value
12418,2011-08-19 11:08:00,112,4,2021.2,3,3,4,334,112,505.3,0.035398230088495575,17.886725663716813,448,Low Value
12419,2010-11-19 10:04:00,385,2,503.01,2,2,2,222,385,251.505,0.0051813471502590676,1.3031347150259067,770,Low Value
12420,2011-10-07 08:55:00,63,1,600.39,3,1,2,312,63,600.39,0.015625,9.38109375,63,Low Value
12421,2011-11-24 09:07:00,15,6,1098.6,5,4,3,543,15,183.1,0.375,68.6625,90,Low Value
12422,2011-09-05 09:48:00,95,17,5231.8,3,5,5,355,95,307.7529411764706,0.17708333333333334,54.49791666666667,1615,Medium Value
12423,2011-12-09 10:10:00,0,10,2622.39,5,5,4,554,0,262.239,10.0,2622.39,0,Medium Value
12424,2011-06-30 12:06:00,162,4,3340.03,3,3,5,335,162,835.0075,0.024539877300613498,20.490981595092027,648,Medium Value
12425,2011-09-22 17:31:00,77,2,1741.41,3,2,4,324,77,870.705,0.02564102564102564,22.325769230769232,154,Low Value
12426,2011-05-29 12:26:00,194,2,1345.21,2,2,4,224,194,672.605,0.010256410256410256,6.8985128205128206,388,Low Value
12427,2011-11-18 08:56:00,21,3,825.8,4,3,3,433,21,275.26666666666665,0.13636363636363635,37.53636363636363,63,Low Value
12428,2011-11-14 08:22:00,25,9,7956.46,4,5,5,455,25,884.0511111111111,0.34615384615384615,306.0176923076923,225,High Value
12429,2011-11-30 17:22:00,8,8,6204.41,5,4,5,545,8,775.55125,0.8888888888888888,689.3788888888889,64,High Value
12430,2011-10-27 15:09:00,42,1,256.4,4,1,1,411,42,256.4,0.023255813953488372,5.962790697674418,42,Low Value
12431,2011-11-04 11:55:00,35,27,10432.22,4,5,5,455,35,386.3785185185185,0.75,289.7838888888889,945,High Value
12432,2011-10-28 11:43:00,42,5,5059.32,4,4,5,445,42,1011.8639999999999,0.11627906976744186,117.65860465116279,210,Medium Value
12433,2011-12-09 10:02:00,0,10,16794.14,5,5,5,555,0,1679.414,10.0,16794.14,0,High Value
12434,2011-09-16 12:38:00,84,3,1103.43,3,3,3,333,84,367.81,0.03529411764705882,12.981529411764706,252,Low Value
12435,2011-09-21 09:06:00,79,6,13925.93,3,4,5,345,79,2320.9883333333332,0.075,174.074125,474,High Value
12436,2011-09-01 12:09:00,99,1,509.01,3,1,2,312,99,509.01,0.01,5.0901,99,Low Value
12437,2011-12-08 11:35:00,1,39,12683.4,5,5,5,555,1,325.2153846153846,19.5,6341.7,39,High Value
12438,2011-11-25 13:28:00,13,2,2906.85,5,2,4,524,13,1453.425,0.14285714285714285,207.63214285714284,26,Medium Value
12439,2010-01-26 12:11:00,682,2,1142.88,1,2,3,123,682,571.44,0.0029282576866764276,1.6733235724743778,1364,Low Value
12440,2010-09-03 13:11:00,461,2,859.2,1,2,3,123,461,429.6,0.004329004329004329,1.85974025974026,922,Low Value
12441,2010-12-08 10:45:00,366,1,173.55,2,1,1,211,366,173.55,0.0027247956403269754,0.4728882833787466,366,Low Value
12442,2011-12-06 14:22:00,2,1,172.06,5,1,1,511,2,172.06,0.3333333333333333,57.35333333333333,2,Low Value
12443,2009-12-07 15:42:00,731,1,485.31,1,1,2,112,731,485.31,0.001366120218579235,0.6629918032786886,731,Low Value
12444,2011-11-18 13:23:00,20,5,5005.46,4,4,5,445,20,1001.092,0.23809523809523808,238.3552380952381,100,Medium Value
12445,2011-11-17 18:43:00,21,2,434.98,4,2,2,422,21,217.49,0.09090909090909091,19.771818181818183,42,Low Value
12446,2011-10-13 12:50:00,57,1,1002.3100000000001,4,1,3,413,57,1002.3100000000001,0.017241379310344827,17.281206896551726,57,Low Value
12447,2011-04-10 13:25:00,242,1,476.49,2,1,2,212,242,476.49,0.00411522633744856,1.9608641975308643,242,Low Value
12448,2011-10-26 13:46:00,43,1,449.45,4,1,2,412,43,449.45,0.022727272727272728,10.214772727272727,43,Low Value
12449,2011-11-17 13:46:00,21,6,4835.89,4,4,5,445,21,805.9816666666667,0.2727272727272727,219.81318181818185,126,Medium Value
12450,2011-07-06 14:41:00,155,5,688.2,3,4,3,343,155,137.64000000000001,0.03205128205128205,4.411538461538462,775,Low Value
12451,2011-11-29 08:40:00,10,8,12669.88,5,4,5,545,10,1583.735,0.7272727272727273,1151.8072727272727,80,High Value
12452,2011-11-23 10:28:00,16,2,430.57,5,2,2,522,16,215.285,0.11764705882352941,25.32764705882353,32,Low Value
12453,2011-07-28 14:08:00,133,1,707.09,3,1,3,313,133,707.09,0.007462686567164179,5.27679104477612,133,Low Value
12454,2011-10-14 17:13:00,55,5,16679.78,4,4,5,445,55,3335.9559999999997,0.08928571428571429,297.8532142857143,275,High Value
12455,2011-09-27 15:31:00,72,10,5879.95,3,5,5,355,72,587.995,0.136986301369863,80.5472602739726,720,High Value
12456,2011-10-26 14:41:00,43,3,3181.04,4,3,5,435,43,1060.3466666666666,0.06818181818181818,72.29636363636364,129,Medium Value
12457,2011-10-04 13:13:00,65,8,2995.91,3,4,5,345,65,374.48875,0.12121212121212122,45.392575757575756,520,Medium Value
12458,2011-09-29 15:25:00,70,4,1777.49,3,3,4,334,70,444.3725,0.056338028169014086,25.03507042253521,280,Low Value
12459,2010-04-13 14:53:00,604,1,454.36,1,1,2,112,604,454.36,0.001652892561983471,0.75100826446281,604,Low Value
12460,2010-09-09 13:51:00,455,1,326.65,1,1,2,112,455,326.65,0.0021929824561403508,0.7163377192982455,455,Low Value
12461,2011-09-06 16:57:00,93,2,826.88,3,2,3,323,93,413.44,0.02127659574468085,8.79659574468085,186,Low Value
12462,2011-11-21 09:11:00,18,2,1189.59,5,2,3,523,18,594.795,0.10526315789473684,62.60999999999999,36,Low Value
12463,2011-10-17 13:44:00,52,4,1344.78,4,3,4,434,52,336.195,0.07547169811320754,25.373207547169812,208,Low Value
12464,2011-11-29 13:33:00,9,8,1212.05,5,4,3,543,9,151.50625,0.8,121.205,72,Low Value
12465,2011-11-22 16:34:00,16,2,742.1899999999999,5,2,3,523,16,371.09499999999997,0.11764705882352941,43.658235294117645,32,Low Value
12466,2010-01-26 16:26:00,681,1,56.73,1,1,1,111,681,56.73,0.001466275659824047,0.08318181818181818,681,Low Value
12467,2010-10-12 15:41:00,422,1,132.8,1,1,1,111,422,132.8,0.002364066193853428,0.31394799054373523,422,Low Value
12468,2011-06-05 11:36:00,187,5,3670.74,3,4,5,345,187,734.1479999999999,0.026595744680851064,19.525212765957445,935,Medium Value
12469,2010-07-05 12:40:00,522,2,3070.54,1,2,5,125,522,1535.27,0.0038240917782026767,5.871013384321223,1044,Medium Value
12470,2010-01-19 11:01:00,689,1,211.95,1,1,1,111,689,211.95,0.0014492753623188406,0.30717391304347824,689,Low Value
12471,2011-12-07 15:43:00,1,79,39918.19,5,5,5,555,1,505.2935443037975,39.5,19959.095,79,High Value
12472,2011-11-07 14:01:00,31,19,16249.289999999999,4,5,5,455,31,855.2257894736841,0.59375,507.79031249999997,589,High Value
12473,2011-11-10 13:46:00,28,5,3928.0499999999997,4,4,5,445,28,785.6099999999999,0.1724137931034483,135.45,140,Medium Value
12474,2011-11-22 14:39:00,16,31,12372.75,5,5,5,555,16,399.1209677419355,1.8235294117647058,727.8088235294117,496,High Value
12475,2011-10-17 10:10:00,53,2,1149.64,4,2,3,423,53,574.82,0.037037037037037035,21.28962962962963,106,Low Value
12476,2011-11-24 12:40:00,15,23,14083.91,5,5,5,555,15,612.3439130434782,1.4375,880.244375,345,High Value
12477,2011-11-17 09:51:00,22,9,20276.37,4,5,5,455,22,2252.93,0.391304347826087,881.5813043478261,198,High Value
12478,2011-12-06 09:56:00,3,1,680.99,5,1,3,513,3,680.99,0.25,170.2475,3,Low Value
12479,2011-11-28 13:26:00,10,1,527.2,5,1,2,512,10,527.2,0.09090909090909091,47.92727272727273,10,Low Value
12480,2011-11-11 14:52:00,27,7,5464.85,4,4,5,445,27,780.6928571428572,0.25,195.1732142857143,189,Medium Value
12481,2011-11-17 08:29:00,22,15,12185.51,4,5,5,455,22,812.3673333333334,0.6521739130434783,529.8047826086956,330,High Value
12482,2010-05-12 16:51:00,575,29,23691.4,1,5,5,155,575,816.944827586207,0.050347222222222224,41.13090277777778,16675,High Value
12483,2011-11-22 17:02:00,16,19,5097.18,5,5,5,555,16,268.27263157894737,1.1176470588235294,299.83411764705886,304,Medium Value
12484,2011-11-07 11:37:00,32,12,6354.1,4,5,5,455,32,529.5083333333333,0.36363636363636365,192.54848484848486,384,High Value
12485,2010-06-28 15:22:00,528,1,708.1,1,1,3,113,528,708.1,0.001890359168241966,1.3385633270321362,528,Low Value
12486,2010-10-04 12:14:00,431,1,1037.28,1,1,3,113,431,1037.28,0.0023148148148148147,2.401111111111111,431,Low Value
12487,2009-12-09 11:36:00,730,1,285.29999999999995,1,1,1,111,730,285.29999999999995,0.0013679890560875513,0.39028727770177835,730,Low Value
12488,2011-11-30 08:50:00,9,3,1298.66,5,3,4,534,9,432.8866666666667,0.3,129.866,27,Low Value
12489,2011-01-07 13:13:00,335,1,334.93,2,1,2,212,335,334.93,0.002976190476190476,0.9968154761904762,335,Low Value
12490,2011-12-04 16:07:00,4,21,9823.64,5,5,5,555,4,467.79238095238094,4.2,1964.7279999999998,84,High Value
12491,2011-11-01 12:18:00,38,1,460.40000000000003,4,1,2,412,38,460.40000000000003,0.02564102564102564,11.805128205128206,38,Low Value
12492,2011-10-07 15:15:00,62,3,715.21,3,3,3,333,62,238.40333333333334,0.047619047619047616,11.352539682539684,186,Low Value
12493,2011-06-27 10:17:00,165,2,433.74,3,2,2,322,165,216.87,0.012048192771084338,2.6128915662650605,330,Low Value
12494,2011-11-24 09:34:00,15,9,1815.27,5,5,4,554,15,201.69666666666666,0.5625,113.454375,135,Low Value
12495,2010-03-09 10:53:00,640,1,357.4,1,1,2,112,640,357.4,0.0015600624024961,0.557566302652106,640,Low Value
12496,2010-03-29 14:06:00,619,2,45.34,1,2,1,121,619,22.67,0.0032258064516129032,0.07312903225806452,1238,Low Value
12497,2011-09-19 12:29:00,81,3,6248.5,3,3,5,335,81,2082.8333333333335,0.036585365853658534,76.20121951219512,243,High Value
12498,2011-11-18 12:53:00,20,3,403.70000000000005,4,3,2,432,20,134.5666666666667,0.14285714285714285,19.223809523809525,60,Low Value
12499,2010-05-28 15:12:00,559,1,393.72,1,1,2,112,559,393.72,0.0017857142857142857,0.7030714285714286,559,Low Value
12500,2011-11-16 16:20:00,22,19,5955.21,4,5,5,455,22,313.4321052631579,0.8260869565217391,258.9221739130435,418,High Value
12501,2011-01-07 12:28:00,336,1,2169.39,2,1,4,214,336,2169.39,0.002967359050445104,6.437359050445103,336,Low Value
12502,2011-09-05 11:52:00,95,5,3723.87,3,4,5,345,95,744.774,0.052083333333333336,38.7903125,475,Medium Value
12503,2010-05-04 13:59:00,583,1,1126.0,1,1,3,113,583,1126.0,0.0017123287671232876,1.928082191780822,583,Low Value
12504,2011-11-21 16:02:00,17,4,779.05,5,3,3,533,17,194.7625,0.2222222222222222,43.28055555555555,68,Low Value
12505,2010-10-27 09:18:00,408,1,955.2,2,1,3,213,408,955.2,0.0024449877750611247,2.3354523227383863,408,Low Value
12506,2011-04-21 08:54:00,232,1,73.5,2,1,1,211,232,73.5,0.004291845493562232,0.315450643776824,232,Low Value
12507,2011-07-28 17:09:00,133,4,1844.06,3,3,4,334,133,461.015,0.029850746268656716,13.761641791044775,532,Low Value
12508,2011-11-13 15:37:00,25,2,397.88,4,2,2,422,25,198.94,0.07692307692307693,15.303076923076922,50,Low Value
12509,2011-02-28 14:45:00,283,1,176.5,2,1,1,211,283,176.5,0.0035211267605633804,0.6214788732394366,283,Low Value
12510,2011-07-20 10:15:00,142,9,5178.02,3,5,5,355,142,575.3355555555556,0.06293706293706294,36.209930069930074,1278,Medium Value
12511,2010-10-07 10:39:00,428,1,3084.02,1,1,5,115,428,3084.02,0.002331002331002331,7.188857808857809,428,Medium Value
12512,2011-10-04 14:55:00,65,2,132.18,3,2,1,321,65,66.09,0.030303030303030304,2.002727272727273,130,Low Value
12513,2011-08-19 10:51:00,112,1,612.29,3,1,3,313,112,612.29,0.008849557522123894,5.418495575221239,112,Low Value
12514,2011-03-17 16:38:00,266,2,1597.76,2,2,4,224,266,798.88,0.00749063670411985,5.984119850187266,532,Low Value
12515,2010-12-21 15:43:00,352,1,383.7,2,1,2,212,352,383.7,0.0028328611898017,1.086968838526912,352,Low Value
12516,2011-09-23 09:13:00,77,4,2648.62,3,3,4,334,77,662.155,0.05128205128205128,33.95666666666666,308,Medium Value
12517,2011-11-11 14:04:00,27,5,2481.6,4,4,4,444,27,496.32,0.17857142857142858,88.62857142857142,135,Medium Value
12518,2011-12-09 10:13:00,0,5,2056.89,5,4,4,544,0,411.378,5.0,2056.89,0,Low Value
12519,2011-10-07 09:26:00,63,2,716.54,3,2,3,323,63,358.27,0.03125,11.1959375,126,Low Value
12520,2011-09-21 15:23:00,78,5,2634.26,3,4,4,344,78,526.8520000000001,0.06329113924050633,33.34506329113924,390,Medium Value
12521,2011-07-20 10:51:00,142,1,599.68,3,1,2,312,142,599.68,0.006993006993006993,4.193566433566433,142,Low Value
12522,2011-10-31 15:30:00,38,2,192.72,4,2,1,421,38,96.36,0.05128205128205128,4.941538461538461,76,Low Value
12523,2011-11-20 12:55:00,18,23,4352.35,5,5,5,555,18,189.2326086956522,1.2105263157894737,229.07105263157897,414,Medium Value
12524,2011-11-30 15:31:00,8,17,11126.11,5,5,5,555,8,654.4770588235294,1.8888888888888888,1236.2344444444445,136,High Value
12525,2010-07-29 16:08:00,497,3,973.73,1,3,3,133,497,324.57666666666665,0.006024096385542169,1.955281124497992,1491,Low Value
12526,2011-12-09 12:09:00,0,3,1316.66,5,3,4,534,0,438.8866666666667,3.0,1316.66,0,Low Value
12527,2011-09-19 11:55:00,81,5,735.51,3,4,3,343,81,147.102,0.06097560975609756,8.969634146341463,405,Low Value
12528,2011-11-30 14:40:00,8,6,1933.48,5,4,4,544,8,322.24666666666667,0.6666666666666666,214.8311111111111,48,Low Value
12529,2010-06-29 13:10:00,527,1,316.48,1,1,2,112,527,316.48,0.001893939393939394,0.5993939393939395,527,Low Value
12530,2011-10-11 12:34:00,59,9,3759.26,3,5,5,355,59,417.6955555555556,0.15,62.654333333333334,531,Medium Value
12531,2011-11-25 11:12:00,14,2,1933.2,5,2,4,524,14,966.6,0.13333333333333333,128.88,28,Low Value
12532,2011-11-09 13:47:00,29,1,349.83000000000004,4,1,2,412,29,349.83000000000004,0.03333333333333333,11.661000000000001,29,Low Value
12533,2010-03-22 10:56:00,627,2,1367.89,1,2,4,124,627,683.945,0.0031847133757961785,2.1781687898089173,1254,Low Value
12534,2011-08-01 10:26:00,130,1,1089.18,3,1,3,313,130,1089.18,0.007633587786259542,8.314351145038168,130,Low Value
12535,2011-09-09 08:48:00,91,2,716.35,3,2,3,323,91,358.175,0.021739130434782608,7.7864130434782615,182,Low Value
12536,2011-10-27 14:20:00,42,3,12601.830000000002,4,3,5,435,42,4200.610000000001,0.06976744186046512,293.06581395348843,126,High Value
12537,2010-10-27 08:36:00,408,1,732.94,2,1,3,213,408,732.94,0.0024449877750611247,1.792029339853301,408,Low Value
12538,2011-11-10 17:16:00,28,2,640.45,4,2,3,423,28,320.225,0.06896551724137931,22.08448275862069,56,Low Value
12539,2011-11-17 13:30:00,21,7,11214.75,4,4,5,445,21,1602.107142857143,0.3181818181818182,509.7613636363636,147,High Value
12540,2011-11-20 11:31:00,19,33,22254.49,4,5,5,455,19,674.3784848484848,1.65,1112.7245,627,High Value
12541,2011-11-10 10:40:00,29,3,981.18,4,3,3,433,29,327.06,0.1,32.705999999999996,87,Low Value
12542,2010-08-12 19:12:00,483,2,481.88,1,2,2,122,483,240.94,0.004132231404958678,0.9956198347107438,966,Low Value
12543,2010-09-17 15:51:00,447,1,980.25,1,1,3,113,447,980.25,0.002232142857142857,2.1880580357142856,447,Low Value
12544,2011-11-03 16:15:00,35,1,372.7,4,1,2,412,35,372.7,0.027777777777777776,10.352777777777778,35,Low Value
12545,2011-09-25 13:39:00,74,2,1000.39,3,2,3,323,74,500.195,0.02666666666666667,13.338533333333332,148,Low Value
12546,2011-10-24 12:09:00,46,2,1161.5,4,2,3,423,46,580.75,0.0425531914893617,24.71276595744681,92,Low Value
12547,2011-05-26 12:38:00,197,3,383.58,2,3,2,232,197,127.86,0.015151515151515152,1.9372727272727273,591,Low Value
12548,2011-06-26 15:35:00,165,1,95.19999999999999,3,1,1,311,165,95.19999999999999,0.006024096385542169,0.5734939759036144,165,Low Value
12549,2010-05-13 12:05:00,575,6,1575.68,1,4,4,144,575,262.61333333333334,0.010416666666666666,2.7355555555555555,3450,Low Value
12550,2011-09-21 14:35:00,78,1,964.83,3,1,3,313,78,964.83,0.012658227848101266,12.213037974683544,78,Low Value
12551,2010-12-17 11:23:00,357,1,168.0,2,1,1,211,357,168.0,0.002793296089385475,0.4692737430167598,357,Low Value
12552,2011-11-01 10:02:00,38,2,437.82,4,2,2,422,38,218.91,0.05128205128205128,11.226153846153846,76,Low Value
12553,2011-12-01 16:38:00,7,12,4608.75,5,5,5,555,7,384.0625,1.5,576.09375,84,Medium Value
12554,2010-09-17 12:29:00,448,1,468.5,1,1,2,112,448,468.5,0.0022271714922048997,1.0434298440979954,448,Low Value
12555,2010-01-26 16:26:00,681,1,129.23,1,1,1,111,681,129.23,0.001466275659824047,0.18948680351906158,681,Low Value
12556,2011-10-20 13:06:00,49,2,599.56,4,2,2,422,49,299.78,0.04,11.9912,98,Low Value
12557,2011-11-23 16:59:00,15,8,18096.14,5,4,5,545,15,2262.0175,0.5,1131.00875,120,High Value
12558,2011-12-02 10:41:00,7,1,269.96,5,1,1,511,7,269.96,0.125,33.745,7,Low Value
12559,2011-02-02 09:49:00,310,2,561.71,2,2,2,222,310,280.855,0.006430868167202572,1.8061414790996786,620,Low Value
12560,2011-12-04 13:54:00,4,3,2134.01,5,3,4,534,4,711.3366666666667,0.6,426.802,12,Low Value
12561,2011-02-10 11:39:00,302,1,238.85,2,1,1,211,302,238.85,0.0033003300330033004,0.7882838283828383,302,Low Value
12562,2011-12-01 17:20:00,7,9,4966.92,5,5,5,555,7,551.88,1.125,620.865,63,Medium Value
12563,2010-10-27 09:52:00,408,1,249.24,2,1,1,211,408,249.24,0.0024449877750611247,0.6093887530562347,408,Low Value
